nombre_japones,nombre,habilidades,contraataque_insecto,contraataque_siniestro,contraataque_dragon,contraataque_electrico,contraataque_hada,contraataque_lucha,contraataque_fuego,contraataque_volador,contraataque_fantasma,contraataque_planta,contraataque_tierra,contraataque_hielo,contraataque_normal,contraataque_veneno,contraataque_psiquico,contraataque_roca,contraataque_acero,contraataque_agua,ataque,pasos_base_para_eclosion,felicidad_base,total_base,Probabilidad_de_captura,clasificacion,defensa,crecimiento_experiencia,altura_(m),Puntos_de_salud,%_macho,No_Pokedex,ataque_especial,defensa_especial,velocidad,tipo1,tipo2,peso_(kg),generacion,es_legendario
Shibibeelシビビール,Eelektrik,Levitate,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,85,5120,70,405,60,EleFish Pokémon,70,1250000,1.2,65,50.0,603,75,70,40,Electric,Ninguno,22.0,5,0
Shibirudonシビルドン,Eelektross,Levitate,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,115,5120,70,515,30,EleFish Pokémon,80,1250000,2.1,85,50.0,604,105,80,50,Electric,Ninguno,80.5,5,0
Ligrayリグレー,Elgyem,"Telepathy, Synchronize, Analytic",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,55,5120,70,335,255,Cerebral Pokémon,55,1000000,0.5,55,50.0,605,85,55,30,Psychic,Ninguno,9.0,5,0
Ohbemオーベム,Beheeyem,"Telepathy, Synchronize, Analytic",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,75,5120,70,485,90,Cerebral Pokémon,75,1000000,1.0,75,50.0,606,125,95,40,Psychic,Ninguno,34.5,5,0
Hitomoshiヒトモシ,Litwick,"Flash Fire, Flame Body, Infiltrator",0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,30,5120,70,275,190,Candle Pokémon,55,1059860,0.3,50,50.0,607,65,55,20,Ghost,Fire,3.1,5,0
Lamplerランプラー,Lampent,"Flash Fire, Flame Body, Infiltrator",0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,40,5120,70,370,90,Lamp Pokémon,60,1059860,0.6,60,50.0,608,95,60,55,Ghost,Fire,13.0,5,0
Chandelaシャンデラ,Chandelure,"Flash Fire, Flame Body, Infiltrator",0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,55,5120,70,520,45,Luring Pokémon,90,1059860,1.0,60,50.0,609,145,90,80,Ghost,Fire,34.3,5,0
Kibagoキバゴ,Axew,"Rivalry, Mold Breaker, Unnerve",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,87,10240,35,320,75,Tusk Pokémon,60,1250000,0.6,46,50.0,610,30,40,57,Dragon,Ninguno,18.0,5,0
Onondoオノンド,Fraxure,"Rivalry, Mold Breaker, Unnerve",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,117,10240,35,410,60,Axe Jaw Pokémon,70,1250000,1.0,66,50.0,611,40,50,67,Dragon,Ninguno,36.0,5,0
Ononokusオノノクス,Haxorus,"Rivalry, Mold Breaker, Unnerve",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,147,10240,35,540,45,Axe Jaw Pokémon,90,1250000,1.8,76,50.0,612,60,70,97,Dragon,Ninguno,105.5,5,0
Kumasyunクマシュン,Cubchoo,"Snow Cloak, Slush Rush, Rattled",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,70,5120,70,305,120,Chill Pokémon,40,1000000,0.5,55,50.0,613,60,40,40,Ice,Ninguno,8.5,5,0
Tunbearツンベアー,Beartic,"Snow Cloak, Slush Rush, Swift Swim",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,130,5120,70,505,60,Freezing Pokémon,80,1000000,2.6,95,50.0,614,70,80,50,Ice,Ninguno,260.0,5,0
Freegeoフリージオ,Cryogonal,Levitate,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,50,6400,70,515,25,Crystallizing Pokémon,50,1000000,1.1,80,-1.0,615,95,135,105,Ice,Ninguno,148.0,5,0
Chobomakiチョボマキ,Shelmet,"Hydration, Shell Armor, Overcoat",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,40,3840,70,305,200,Snail Pokémon,85,1000000,0.4,50,50.0,616,40,65,25,Bug,Ninguno,7.7,5,0
Agilderアギルダー,Accelgor,"Hydration, Sticky Hold, Unburden",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,70,3840,70,495,75,Shell Out Pokémon,40,1000000,0.8,80,50.0,617,100,60,145,Bug,Ninguno,25.3,5,0
Maggyoマッギョ,Stunfisk,"Static, Limber, Sand Veil",1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0,66,5120,70,471,75,Trap Pokémon,84,1000000,0.7,109,50.0,618,81,99,32,Ground,Electric,11.0,5,0
Kojofuコジョフー,Mienfoo,"Inner Focus, Regenerator, Reckless",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,85,6400,70,350,180,Martial Arts Pokémon,50,1059860,0.9,45,50.0,619,55,50,65,Fighting,Ninguno,20.0,5,0
Kojondoコジョンド,Mienshao,"Inner Focus, Regenerator, Reckless",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,125,6400,70,510,45,Martial Arts Pokémon,60,1059860,1.4,65,50.0,620,95,60,105,Fighting,Ninguno,35.5,5,0
Crimganクリムガン,Druddigon,"Rough Skin, Sheer Force, Mold Breaker",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,120,7680,70,485,45,Cave Pokémon,90,1000000,1.6,77,50.0,621,60,90,48,Dragon,Ninguno,139.0,5,0
Gobitゴビット,Golett,"Iron Fist, Klutz, No Guard",0.5,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0,74,6400,70,303,190,Automaton Pokémon,50,1000000,1.0,59,-1.0,622,35,50,35,Ground,Ghost,92.0,5,0
Goloogゴルーグ,Golurk,"Iron Fist, Klutz, No Guard",0.5,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0,124,6400,70,483,90,Automaton Pokémon,80,1000000,2.8,89,-1.0,623,55,80,55,Ground,Ghost,330.0,5,0
Komatanaコマタナ,Pawniard,"Defiant, Inner Focus, Pressure",1.0,0.5,0.5,1.0,1.0,4.0,2.0,0.5,0.5,0.5,2.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,85,5120,35,340,120,Sharp Blade Pokémon,70,1000000,0.5,45,50.0,624,40,40,60,Dark,Steel,10.2,5,0
Kirikizanキリキザン,Bisharp,"Defiant, Inner Focus, Pressure",1.0,0.5,0.5,1.0,1.0,4.0,2.0,0.5,0.5,0.5,2.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,125,5120,35,490,45,Sword Blade Pokémon,100,1000000,1.6,65,50.0,625,60,70,70,Dark,Steel,70.0,5,0
Buffronバッフロン,Bouffalant,"Reckless, Sap Sipper, Soundproof",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110,5120,70,490,45,Bash Buffalo Pokémon,95,1000000,1.6,95,50.0,626,40,95,55,Normal,Ninguno,94.6,5,0
Washibonワシボン,Rufflet,"Keen Eye, Sheer Force, Hustle",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,83,5120,70,350,190,Eaglet Pokémon,50,1250000,0.5,70,100.0,627,37,50,60,Normal,Flying,10.5,5,0
Warrgleウォーグル,Braviary,"Keen Eye, Sheer Force, Defiant",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,123,5120,70,510,60,Valiant Pokémon,75,1250000,1.5,100,100.0,628,57,75,80,Normal,Flying,41.0,5,0
Valchaiバルチャイ,Vullaby,"Big Pecks, Overcoat, Weak Armor",1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,55,5120,35,370,190,Diapered Pokémon,75,1250000,0.5,70,0.0,629,45,65,60,Dark,Flying,9.0,5,0
Vulginaバルジーナ,Mandibuzz,"Big Pecks, Overcoat, Weak Armor",1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,65,5120,35,510,60,Bone Vulture Pokémon,105,1250000,1.2,110,0.0,630,55,95,80,Dark,Flying,39.5,5,0
Kuitaranクイタラン,Heatmor,"Gluttony, Flash Fire, White Smoke",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,97,5120,70,484,90,Anteater Pokémon,66,1000000,1.4,85,50.0,631,105,66,65,Fire,Ninguno,58.0,5,0
Aiantアイアント,Durant,"Swarm, Hustle, Truant",0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,109,5120,70,484,90,Iron Ant Pokémon,112,1000000,0.3,58,50.0,632,48,48,109,Bug,Steel,33.0,5,0
Monozuモノズ,Deino,Hustle,2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,65,10240,35,300,45,Irate Pokémon,50,1250000,0.8,52,50.0,633,45,50,38,Dark,Dragon,17.3,5,0
Diheadジヘッド,Zweilous,Hustle,2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,85,10240,35,420,45,Hostile Pokémon,70,1250000,1.4,72,50.0,634,65,70,58,Dark,Dragon,50.0,5,0
Sazandoraサザンドラ,Hydreigon,Levitate,2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,105,10240,35,600,45,Brutal Pokémon,90,1250000,1.8,92,50.0,635,125,90,98,Dark,Dragon,160.0,5,0
Merlarvaメラルバ,Larvesta,"Flame Body, Swarm",0.5,1.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,0.25,1.0,0.5,1.0,1.0,1.0,4.0,0.5,2.0,85,10240,70,360,45,Torch Pokémon,55,1250000,1.1,55,50.0,636,50,55,60,Bug,Fire,28.8,5,0
Ulgamothウルガモス,Volcarona,"Flame Body, Swarm",0.5,1.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,0.25,1.0,0.5,1.0,1.0,1.0,4.0,0.5,2.0,60,10240,70,550,15,Sun Pokémon,65,1250000,1.6,85,50.0,637,135,105,100,Bug,Fire,46.0,5,0
Cobalonコバルオン,Cobalion,Justified,0.25,0.5,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,0.0,1.0,0.25,0.5,1.0,90,20480,35,580,3,Iron Will Pokémon,129,1250000,2.1,91,-1.0,638,90,72,108,Steel,Fighting,250.0,5,1
Terrakionテラキオン,Terrakion,Justified,0.5,0.5,1.0,1.0,2.0,2.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,0.5,2.0,2.0,129,20480,35,580,3,Cavern Pokémon,90,1250000,1.9,91,-1.0,639,72,90,108,Rock,Fighting,260.0,5,1
Virizionビリジオン,Virizion,Justified,1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5,90,20480,35,580,3,Grassland Pokémon,72,1250000,2.0,91,-1.0,640,90,129,108,Grass,Fighting,200.0,5,1
Tornelos (keshin Forme)トルネロス,Tornadus,"Prankster, Defiant, Regenerator",0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,100,30720,90,580,3,Cyclone Pokémon,80,1250000,1.5,79,100.0,641,110,90,121,Flying,Ninguno,63.0,5,1
Voltolos (keshin Forme)ボルトロス,Thundurus,"Prankster, Defiant, Volt Absorb",0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,105,30720,90,580,3,Bolt Strike Pokémon,70,1250000,1.5,79,100.0,642,145,80,101,Electric,Flying,61.0,5,1
Reshiramレシラム,Reshiram,Turboblaze,0.5,1.0,2.0,0.5,1.0,1.0,0.25,1.0,1.0,0.25,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,120,30720,0,680,3,Vast White Pokémon,100,1250000,3.2,100,-1.0,643,150,120,90,Dragon,Fire,330.0,5,1
Zekromゼクロム,Zekrom,Teravolt,1.0,1.0,2.0,0.25,2.0,1.0,0.5,0.5,1.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,150,30720,0,680,3,Deep Black Pokémon,120,1250000,2.9,100,-1.0,644,120,100,90,Dragon,Electric,345.0,5,1
Landlos (keshin Forme)ランドロス,Landorus,"Sand Force, Sheer Force, Intimidate",0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0,145,30720,90,600,3,Abundance Pokémon,90,1250000,1.5,89,100.0,645,105,80,91,Ground,Flying,68.0,5,1
Kyuremキュレム,Kyurem,"Pressure, Teravolt, Turboblaze",1.0,1.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,120,30720,0,700,3,Boundary Pokémon,90,1250000,3.0,125,-1.0,646,170,100,95,Dragon,Ice,325.0,5,1
Keldeo (itsumo No Sugata)ケルディオ,Keldeo,Justified,0.5,0.5,1.0,2.0,2.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,1.0,1.0,2.0,0.5,0.5,0.5,72,20480,35,580,3,Colt Pokémon,90,1250000,1.4,91,-1.0,647,129,90,108,Water,Fighting,48.5,5,1
Meloetta (step Forme)メロエッタ,Meloetta,Serene Grace,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,128,30720,100,600,3,Melody Pokémon,90,1250000,0.6,100,-1.0,648,77,77,128,Normal,Psychic,6.5,5,1
Genesectゲノセクト,Genesect,Download,0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,120,30720,0,600,3,Paleozoic Pokémon,95,1250000,1.5,71,-1.0,649,120,95,99,Bug,Steel,82.5,5,1
Harimaronハリマロン,Chespin,"Overgrow, Bulletproof",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,61,5120,70,313,45,Spiky Nut Pokémon,65,1059860,0.4,56,88.1,650,48,45,38,Grass,Ninguno,9.0,6,0
Hariborgハリボーグ,Quilladin,"Overgrow, Bulletproof",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,78,5120,70,405,45,Spiny Armor Pokémon,95,1059860,0.7,61,88.1,651,56,58,57,Grass,Ninguno,29.0,6,0
Brigarronブリガロン,Chesnaught,"Overgrow, Bulletproof",1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5,107,5120,70,530,45,Spiny Armor Pokémon,122,1059860,1.6,88,88.1,652,74,75,64,Grass,Fighting,90.0,6,0
Fokkoフォッコ,Fennekin,"Blaze, Magician",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,45,5120,70,307,45,Fox Pokémon,40,1059860,0.4,40,88.1,653,62,60,60,Fire,Ninguno,9.4,6,0
Tairenarテールナー,Braixen,"Blaze, Magician",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,59,5120,70,409,45,Fox Pokémon,58,1059860,1.0,59,88.1,654,90,70,73,Fire,Ninguno,14.5,6,0
Mahoxyマフォクシー,Delphox,"Blaze, Magician",1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,0.5,2.0,0.5,2.0,69,5120,70,534,45,Fox Pokémon,72,1059860,1.5,75,88.1,655,114,100,104,Fire,Psychic,39.0,6,0
Keromatsuケロマツ,Froakie,"Torrent, Protean",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,56,5120,70,314,45,Bubble Frog Pokémon,40,1059860,0.3,41,88.1,656,62,44,71,Water,Ninguno,7.0,6,0
Gekogashiraゲコガシラ,Frogadier,"Torrent, Protean",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,63,5120,70,405,45,Bubble Frog Pokémon,52,1059860,0.6,54,88.1,657,83,56,97,Water,Ninguno,10.9,6,0
Gekkougaゲッコウガ,Greninja,"Torrent, Protean, Battle Bond",2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,145,5120,70,640,45,Ninja Pokémon,67,1059860,1.5,72,88.1,658,153,71,132,Water,Dark,40.0,6,0
Horubeeホルビー,Bunnelby,"Pickup, Cheek Pouch, Huge Power",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36,3840,70,237,255,Digging Pokémon,38,1000000,0.4,38,50.0,659,32,36,57,Normal,Ninguno,5.0,6,0
Horudoホルード,Diggersby,"Pickup, Cheek Pouch, Huge Power",1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,56,3840,70,423,127,Digging Pokémon,77,1000000,1.0,85,50.0,660,50,77,78,Normal,Ground,42.4,6,0
Yayakomaヤヤコマ,Fletchling,"Big Pecks, Gale Wings",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,50,3840,70,278,255,Tiny Robin Pokémon,43,1059860,0.3,45,50.0,661,40,38,62,Normal,Flying,1.7,6,0
Hinoyakomaヒノヤコマ,Fletchinder,"Flame Body, Gale Wings",0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,73,3840,70,382,120,Ember Pokémon,55,1059860,0.7,62,50.0,662,56,52,84,Fire,Flying,16.0,6,0
Fiarrowファイアロー,Talonflame,"Flame Body, Gale Wings",0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,81,3840,70,499,45,Scorching Pokémon,71,1059860,1.2,78,50.0,663,74,69,126,Fire,Flying,24.5,6,0
Kofukimushiコフキムシ,Scatterbug,"Shield Dust, Compoundeyes, Friend Guard",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,35,3840,70,200,255,Scatterdust Pokémon,40,1000000,0.3,38,50.0,664,27,25,35,Bug,Ninguno,2.5,6,0
Kofuuraiコフーライ,Spewpa,"Shed Skin, Friend Guard",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,22,3840,70,213,120,Scatterdust Pokémon,60,1000000,0.3,45,50.0,665,27,30,29,Bug,Ninguno,8.4,6,0
Viviyonビビヨン,Vivillon,"Shield Dust, Compoundeyes, Friend Guard",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,52,3840,70,411,45,Scale Pokémon,50,1000000,1.2,80,50.0,666,90,50,89,Bug,Flying,17.0,6,0
Shishikoシシコ,Litleo,"Rivalry, Unnerve, Moxie",0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,50,5120,70,369,220,Lion Cub Pokémon,58,1059860,0.6,62,11.2,667,73,54,72,Fire,Normal,13.5,6,0
Kaenjishiカエンジシ,Pyroar,"Rivalry, Unnerve, Moxie",0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,68,5120,70,507,65,Royal Pokémon,72,1059860,1.5,86,11.2,668,109,66,106,Fire,Normal,81.5,6,0
Flabebeフラベベ,Flabébé,"Flower Veil, Symbiosis",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,38,5120,70,303,225,Single Bloom Pokémon,39,1000000,0.1,44,0.0,669,61,79,42,Fairy,Ninguno,0.1,6,0
Floetteフラエッテ,Floette,"Flower Veil, Symbiosis",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,65,5120,70,551,120,Fairy Pokémon,67,1000000,0.2,74,0.0,670,125,128,92,Fairy,Ninguno,0.9,6,0
Florgesフラージェス,Florges,"Flower Veil, Symbiosis",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,65,5120,70,552,45,Garden Pokémon,68,1000000,1.1,78,0.0,671,112,154,75,Fairy,Ninguno,10.0,6,0
Meecleメェークル,Skiddo,"Sap Sipper, Grass Pelt",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,65,5120,70,350,200,Mount Pokémon,48,1000000,0.9,66,50.0,672,62,57,52,Grass,Ninguno,31.0,6,0
Gogoatゴーゴート,Gogoat,"Sap Sipper, Grass Pelt",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,100,5120,70,531,45,Mount Pokémon,62,1000000,1.7,123,50.0,673,97,81,68,Grass,Ninguno,91.0,6,0
Yanchamヤンチャム,Pancham,"Iron Fist, Mold Breaker, Scrappy",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,82,6400,70,348,220,Playful Pokémon,62,1000000,0.6,67,50.0,674,46,48,43,Fighting,Ninguno,8.0,6,0
Gorondaゴロンダ,Pangoro,"Iron Fist, Mold Breaker, Scrappy",1.0,0.25,1.0,1.0,4.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,124,6400,70,495,65,Daunting Pokémon,78,1000000,2.1,95,50.0,675,69,71,58,Fighting,Dark,136.0,6,0
Trimmienトリミアン,Furfrou,Fur Coat,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,5120,70,472,160,Poodle Pokémon,60,1000000,1.2,75,50.0,676,65,90,102,Normal,Ninguno,28.0,6,0
Nyasperニャスパー,Espurr,"Keen Eye, Infiltrator, Own Tempo",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,48,5120,70,355,190,Restraint Pokémon,54,1000000,0.3,62,50.0,677,63,60,68,Psychic,Ninguno,3.5,6,0
Nyaonixニャオニクス,Meowstic,"Keen Eye, Infiltrator, Prankster, Competitive",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,48,5120,70,466,75,Constraint Pokémon,76,1000000,0.6,74,50.0,678,83,81,104,Psychic,Ninguno,8.5,6,0
Hitotsukiヒトツキ,Honedge,No Guard,0.25,2.0,0.5,1.0,0.5,0.0,2.0,0.5,2.0,0.5,2.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,80,5120,70,325,180,Sword Pokémon,100,1000000,0.8,45,50.0,679,35,37,28,Steel,Ghost,2.0,6,0
Nidangillニダンギル,Doublade,No Guard,0.25,2.0,0.5,1.0,0.5,0.0,2.0,0.5,2.0,0.5,2.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,110,5120,70,448,90,Sword Pokémon,150,1000000,0.8,59,50.0,680,45,49,35,Steel,Ghost,4.5,6,0
Gillgardギルガルド,Aegislash,Stance Change,0.25,2.0,0.5,1.0,0.5,0.0,2.0,0.5,2.0,0.5,2.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,150,5120,70,520,45,Royal Sword Pokémon,50,1000000,1.7,60,50.0,681,150,50,60,Steel,Ghost,53.0,6,0
Shushupuシュシュプ,Spritzee,"Healer, Aroma Veil",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,52,5120,70,341,200,Perfume Pokémon,60,1000000,0.2,78,50.0,682,63,65,23,Fairy,Ninguno,0.5,6,0
Frefuwanフレフワン,Aromatisse,"Healer, Aroma Veil",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,72,5120,70,462,140,Fragrance Pokémon,72,1000000,0.8,101,50.0,683,99,89,29,Fairy,Ninguno,15.5,6,0
